2	zcjkguasq321	too much miti kata in hawa	Tue Apr 04 13:03:20 CDT 2017	null	null	null	too much miti kata in hawa
10693	dolan712	#SusanRice is going down and it will lead to further corruption involving #Obama and his involvement. #Lockherup https://t.co/14FauI2D5B	Tue Apr 04 19:42:10 CDT 2017	null	null	null	#SusanRice is going down and it will lead to further corruption involving #Obama and his involvement. #Lockherup https://t.co/14FauI2D5B
10694	christinelroy	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 19:42:11 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
10695	NCbgirl	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…	Tue Apr 04 19:42:15 CDT 2017	null	null	null	RT @RealJamesWoods: Since every unmasking request is recorded by NSA as a mandated procedure, those requests can be tracked. #SpecialProsec…
10696	plainjane52	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 19:42:15 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
10697	RobertA87413263	RT @LoveUSADawn: #SusanRice #Obama #ObamaGate #DirtyRice #TrumpsArmy https://t.co/VhXrNPm1Pz	Tue Apr 04 19:42:15 CDT 2017	null	null	null	RT @LoveUSADawn: #SusanRice #Obama #ObamaGate #DirtyRice #TrumpsArmy https://t.co/VhXrNPm1Pz
10698	xileenie	RT @whiskey999111: #Obama’s legacy is a legacy was nothing but bullshit talk & no action https://t.co/fuhJ3ELya9	Tue Apr 04 19:42:16 CDT 2017	null	null	null	RT @whiskey999111: #Obama’s legacy is a legacy was nothing but bullshit talk & no action https://t.co/fuhJ3ELya9
10699	hassankhe	#Trump #DonaldTrump Free Donald Trump T-shirt https://t.co/mZMETfz0SV https://t.co/4p3LMLz7Z3	Tue Apr 04 19:42:18 CDT 2017	null	null	null	#Trump #DonaldTrump Free Donald Trump T-shirt https://t.co/mZMETfz0SV https://t.co/4p3LMLz7Z3
10700	MYKIDSEZMOM	RT @donkeysav: #SusanRice is going down and it will lead to further corruption involving #Obama and his involvement. #ObamaGate… 	Tue Apr 04 19:42:22 CDT 2017	null	null	null	RT @donkeysav: #SusanRice is going down and it will lead to further corruption involving #Obama and his involvement. #ObamaGate… 
10701	TrisPaniccia	RT @foreignpolicy77: #Trump's contemptible Syria statement shows his utterly duplicitous character.His #Idlib statement accuses #Obama o… 	Tue Apr 04 19:42:23 CDT 2017	null	null	null	RT @foreignpolicy77: #Trump's contemptible Syria statement shows his utterly duplicitous character.His #Idlib statement accuses #Obama o… 
10702	TinaSackman1	RT @THETRUMPBUREAU: EVERYDAY IT JUST GETS WORSE! #OBAMA HAS TRIED TO DESTROY OUR REPUBLIC! WE NEED 2 #IDICTHIM https://t.co/zdiwXMcokU… 	Tue Apr 04 19:42:24 CDT 2017	null	null	null	RT @THETRUMPBUREAU: EVERYDAY IT JUST GETS WORSE! #OBAMA HAS TRIED TO DESTROY OUR REPUBLIC! WE NEED 2 #IDICTHIM https://t.co/zdiwXMcokU… 
10703	obama_speech	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 19:42:25 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
10704	TeamRexhars	RT @blancheFOXLA: Thanks @BebeRexha #beberexha ...Brooklyn represent #ACLU #DonaldTrump #Zedd https://t.co/P683Xl39jQ	Tue Apr 04 19:42:26 CDT 2017	null	null	null	RT @blancheFOXLA: Thanks @BebeRexha #beberexha ...Brooklyn represent #ACLU #DonaldTrump #Zedd https://t.co/P683Xl39jQ
10705	Timotheus399	See? All it takes for #Republicans to care about #Trumprussia is for them to find an #Obama official to accuse.… https://t.co/8cUfq20bCO	Tue Apr 04 19:42:31 CDT 2017	null	null	null	See? All it takes for #Republicans to care about #Trumprussia is for them to find an #Obama official to accuse.… https://t.co/8cUfq20bCO
10706	stephenjus	RT @Christy7Patriot: #Obama #Treason https://t.co/FnWtZLn7aq	Tue Apr 04 19:42:37 CDT 2017	null	null	null	RT @Christy7Patriot: #Obama #Treason https://t.co/FnWtZLn7aq
10707	_Blessed07_	Ex-#Obama Staffer Who URGED SPYING On #Trump Predicted Quick Impeachment Weeks B4 Election😂🎥👇 https://t.co/lD9VlnGSP0 #Farkas #ObamaGate	Tue Apr 04 19:42:42 CDT 2017	null	null	null	Ex-#Obama Staffer Who URGED SPYING On #Trump Predicted Quick Impeachment Weeks B4 Election😂🎥👇 https://t.co/lD9VlnGSP0 #Farkas #ObamaGate
10708	PoliceFirstNow	RT @LADtweets722: @bfraser747 @PoliceFirstNow @SenSchumer Here's the Russian Collusion #HillaryClinton #Podesta #Obama https://t.co/Ao5Dva…	Tue Apr 04 19:42:42 CDT 2017	null	null	null	RT @LADtweets722: @bfraser747 @PoliceFirstNow @SenSchumer Here's the Russian Collusion #HillaryClinton #Podesta #Obama https://t.co/Ao5Dva…
10709	JaneSki234	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 19:42:47 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
10710	RogerRice10	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 19:42:48 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
10711	MaryPatriotNews	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 	Tue Apr 04 19:42:49 CDT 2017	null	null	null	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 
10712	LarrySc24132120	RT @CyrusMMcQueen: #DonaldTrump didn't win... America lost. #ElectionNight	Tue Apr 04 19:42:50 CDT 2017	null	null	null	RT @CyrusMMcQueen: #DonaldTrump didn't win... America lost. #ElectionNight
10713	Me2S3M	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 19:42:50 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
10714	TitansJets	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 19:42:54 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
10715	Shadow14US	RT @LarryT1940: Why is the idiot #Bob_Beckel talking about the #Russian_meddling in #US_elections. Didn't #Clinton & #Obama #meddle… 	Tue Apr 04 19:42:55 CDT 2017	null	null	null	RT @LarryT1940: Why is the idiot #Bob_Beckel talking about the #Russian_meddling in #US_elections. Didn't #Clinton & #Obama #meddle… 
10716	ShaggydogCm	RT @whiskey999111: #Obama’s legacy is a legacy was nothing but bullshit talk & no action https://t.co/fuhJ3ELya9	Tue Apr 04 19:42:57 CDT 2017	null	null	null	RT @whiskey999111: #Obama’s legacy is a legacy was nothing but bullshit talk & no action https://t.co/fuhJ3ELya9
10717	KeoniGohan	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 	Tue Apr 04 19:42:58 CDT 2017	null	null	null	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 
10718	Jn916691	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 19:42:59 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
10719	msnyr	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 19:43:00 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
10720	obama_speech	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 19:43:01 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
10721	shawnson	RT @foreignpolicy77: #Trump's contemptible Syria statement shows his utterly duplicitous character.His #Idlib statement accuses #Obama o… 	Tue Apr 04 19:43:03 CDT 2017	null	null	null	RT @foreignpolicy77: #Trump's contemptible Syria statement shows his utterly duplicitous character.His #Idlib statement accuses #Obama o… 
10722	ldb4evermycrew	RT @Wjdiaz1965: The Corleone family had a lot of buffers.. https://t.co/NcGSsnYw4U	Tue Apr 04 19:43:05 CDT 2017	null	null	null	RT @Wjdiaz1965: The Corleone family had a lot of buffers.. https://t.co/NcGSsnYw4U
10723	trmcolorado	@WeSupport45 @BorderWallUSA @TheRevBobLevy @CLewandowski_ @AppSame @AmyMek @GovMikeHuckabee @LouDobbs @Bruce_LeVell… https://t.co/ggWpcWGDTW	Tue Apr 04 19:43:09 CDT 2017	null	null	null	@WeSupport45 @BorderWallUSA @TheRevBobLevy @CLewandowski_ @AppSame @AmyMek @GovMikeHuckabee @LouDobbs @Bruce_LeVell… https://t.co/ggWpcWGDTW
10724	MooreCO2	#SusanRice #Farkas #Obama #Hillary #DavidBrock #Podesta all likely to go to Federal prison for treason and subversi… https://t.co/WE4AuoSRaJ	Tue Apr 04 19:43:13 CDT 2017	null	null	null	#SusanRice #Farkas #Obama #Hillary #DavidBrock #Podesta all likely to go to Federal prison for treason and subversi… https://t.co/WE4AuoSRaJ
10725	dannypTO	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 19:43:14 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
10726	watchjbourne	Forget about #DonaldTrump and watch this new #movie : https://t.co/k9ozByz4I1 https://t.co/N7TjriYMQS	Tue Apr 04 19:43:15 CDT 2017	null	null	null	Forget about #DonaldTrump and watch this new #movie : https://t.co/k9ozByz4I1 https://t.co/N7TjriYMQS
10727	NH92276	Obama never threatened the Constitution. They fed you BS and you swallowed it. Never too late to vomit. And recover. https://t.co/Y752inQdje	Tue Apr 04 19:43:16 CDT 2017	null	null	null	Obama never threatened the Constitution. They fed you BS and you swallowed it. Never too late to vomit. And recover. https://t.co/Y752inQdje
10728	watchjbourne	Forget about #DonaldTrump and watch this new #movie : https://t.co/k9ozByz4I1 https://t.co/y3m4Zvykvu	Tue Apr 04 19:43:16 CDT 2017	null	null	null	Forget about #DonaldTrump and watch this new #movie : https://t.co/k9ozByz4I1 https://t.co/y3m4Zvykvu
10729	ElanMartinDCLaw	RT @QuinnipiacPoll: #Trump Slump Continues As He Drops Below #Obama; #Republicans In #Congress Drop To More Than 3-1 Negative https://t.co/…	Tue Apr 04 19:43:18 CDT 2017	null	null	null	RT @QuinnipiacPoll: #Trump Slump Continues As He Drops Below #Obama; #Republicans In #Congress Drop To More Than 3-1 Negative https://t.co/…
10730	MikkiChandler	RT @JamesReader_RP: #DonaldTrump just removed parrots from the endangered list. What do you want to bet .@DonaldJTrumpJr will be the fi… 	Tue Apr 04 19:43:21 CDT 2017	null	null	null	RT @JamesReader_RP: #DonaldTrump just removed parrots from the endangered list. What do you want to bet .@DonaldJTrumpJr will be the fi… 
10731	disler_frank	RT @Br00ks3ySmil3: They want to erase Obama's legacy. They can't stand "equality" because they are full of resentment and bigotry. Ple… 	Tue Apr 04 19:43:22 CDT 2017	null	null	null	RT @Br00ks3ySmil3: They want to erase Obama's legacy. They can't stand "equality" because they are full of resentment and bigotry. Ple… 
10732	KileyadisoS	RT @IsraelNewsNow: #IsraeltheRegion #NorthKorea #NorthKoreannuclearprogram #DonaldTrump US military confirms N. Korea fired missile… https:…	Tue Apr 04 19:43:23 CDT 2017	null	null	null	RT @IsraelNewsNow: #IsraeltheRegion #NorthKorea #NorthKoreannuclearprogram #DonaldTrump US military confirms N. Korea fired missile… https:…
10733	martelshammer32	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 19:43:27 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
10734	pfeil	my birthday is invearly December https://t.co/SoHayBYinA	Tue Apr 04 19:43:30 CDT 2017	null	null	null	my birthday is invearly December https://t.co/SoHayBYinA
10735	rgiann01	RT @LarryT1940: Why is the idiot #Bob_Beckel talking about the #Russian_meddling in #US_elections. Didn't #Clinton & #Obama #meddle… 	Tue Apr 04 19:43:34 CDT 2017	null	null	null	RT @LarryT1940: Why is the idiot #Bob_Beckel talking about the #Russian_meddling in #US_elections. Didn't #Clinton & #Obama #meddle… 
10736	_1Watchman_	RT @_Blessed07_: Ex-#Obama Staffer Who URGED SPYING On #Trump Predicted Quick Impeachment Weeks B4 Election😂🎥👇 https://t.co/lD9VlnGSP0 #Far…	Tue Apr 04 19:43:34 CDT 2017	null	null	null	RT @_Blessed07_: Ex-#Obama Staffer Who URGED SPYING On #Trump Predicted Quick Impeachment Weeks B4 Election😂🎥👇 https://t.co/lD9VlnGSP0 #Far…
10737	MooreCO2	#Obama buddies https://t.co/xFP3NdHcmr	Tue Apr 04 19:43:36 CDT 2017	null	null	null	#Obama buddies https://t.co/xFP3NdHcmr
10738	LarryMarka1122	RT @strait328: BEN CARSON FINDS MASSIVE FRAUD THROUGHOUT #HUD – US Journal Review https://t.co/1qyzo2h6mf #obama @DanaBashCNN @mitchellrepo…	Tue Apr 04 19:43:44 CDT 2017	null	null	null	RT @strait328: BEN CARSON FINDS MASSIVE FRAUD THROUGHOUT #HUD – US Journal Review https://t.co/1qyzo2h6mf #obama @DanaBashCNN @mitchellrepo…
10739	Overcome2020	#ResistTrump #donaldtrump #resistance #PresidentTrump: 'As a #Trump protest, theaters worldwide will screen the... https://t.co/511gxfM5HR	Tue Apr 04 19:43:45 CDT 2017	null	null	null	#ResistTrump #donaldtrump #resistance #PresidentTrump: 'As a #Trump protest, theaters worldwide will screen the... https://t.co/511gxfM5HR
10740	pmcanaday	This makes me want to cuss https://t.co/pNGHS3RExR	Tue Apr 04 19:43:46 CDT 2017	null	null	null	This makes me want to cuss https://t.co/pNGHS3RExR
10741	goldwaterkid65	RT @Uncle_Jimbo: #SusanRice can only give up #Obama as trade for immunity Kinda doubt she will But we'll see when the indictments… 	Tue Apr 04 19:43:48 CDT 2017	null	null	null	RT @Uncle_Jimbo: #SusanRice can only give up #Obama as trade for immunity Kinda doubt she will But we'll see when the indictments… 
10742	murray_jim	RT @MarlenGarcia777: #Chicago https://t.co/vt6t9ZC7D9	Tue Apr 04 19:43:49 CDT 2017	null	null	null	RT @MarlenGarcia777: #Chicago https://t.co/vt6t9ZC7D9
10743	mclark1951	#Obama Gave #Hillary And Aides Access To Classified State Department Info AFTER She Left https://t.co/Mtk99kyRPT via @youngcons #tcot #tlot	Tue Apr 04 19:43:52 CDT 2017	null	null	null	#Obama Gave #Hillary And Aides Access To Classified State Department Info AFTER She Left https://t.co/Mtk99kyRPT via @youngcons #tcot #tlot
10744	Arauz2012	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 19:43:58 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
10745	_1Watchman_	RT @_Blessed07_: Now we know why #Obama is out of the country! 😉🔥💦🔥💦 #Obamagate #SusanRice #Unmasking #DeepState #Clinton… 	Tue Apr 04 19:43:59 CDT 2017	null	null	null	RT @_Blessed07_: Now we know why #Obama is out of the country! 😉🔥💦🔥💦 #Obamagate #SusanRice #Unmasking #DeepState #Clinton… 
10746	SNRay61	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 	Tue Apr 04 19:44:01 CDT 2017	null	null	null	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 
10747	max_1758	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 19:44:04 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
10748	1alexcam	RT @1alexcam: Bill O'Reilly & Fox News reportedly paid women $13M to keep quiet sexual harassment allegations😕 https://t.co/fQplYhKyql #Tru…	Tue Apr 04 19:44:15 CDT 2017	null	null	null	RT @1alexcam: Bill O'Reilly & Fox News reportedly paid women $13M to keep quiet sexual harassment allegations😕 https://t.co/fQplYhKyql #Tru…
10749	b24fowler	Same guy who complained about #Obama for 8 years... https://t.co/pE4nT1vzML	Tue Apr 04 19:44:15 CDT 2017	null	PlaceJSONImpl{name='High Point', streetAddress='null', countryCode='US', id='aef8c3da277ca498', country='United States', placeType='city', url='https://api.twitter.com/1.1/geo/id/aef8c3da277ca498.json', fullName='High Point, NC', boundingBoxType='Polygon', boundingBoxCoordinates=[[Ltwitter4j.GeoLocation;@73dc9ef7], geometryType='null', geometryCoordinates=null, containedWithIn=null}	null	Same guy who complained about #Obama for 8 years... https://t.co/pE4nT1vzML
10750	1alexcam	RT @1alexcam: “Impeach Trump" banner at baseball's season opener⏩ https://t.co/Tz9OFZUF8Z #DonaldTrump #MLB #Sox #Cubs #Yankees… 	Tue Apr 04 19:44:19 CDT 2017	null	null	null	RT @1alexcam: “Impeach Trump" banner at baseball's season opener⏩ https://t.co/Tz9OFZUF8Z #DonaldTrump #MLB #Sox #Cubs #Yankees… 
10751	scrawfordpaul	@realDonaldTrump @potus #maga Inconceivably irreconcilable. https://t.co/hsQwuo893i #trump #trumpbaloney #donaldtrump #notmypresident	Tue Apr 04 19:44:20 CDT 2017	null	null	null	@realDonaldTrump @potus #maga Inconceivably irreconcilable. https://t.co/hsQwuo893i #trump #trumpbaloney #donaldtrump #notmypresident
10752	Sueieq53	RT @JohnFromCranber: Did #Obama Work AGAINST USA? Islamization, Unvetted Muslims, Open Border, Fed Debt, War on Energy/Guns, Iran Deal, EMP…	Tue Apr 04 19:44:20 CDT 2017	null	null	null	RT @JohnFromCranber: Did #Obama Work AGAINST USA? Islamization, Unvetted Muslims, Open Border, Fed Debt, War on Energy/Guns, Iran Deal, EMP…
10753	GloWha	@cbs @cnn @cnbc @abc @thehill @msbc @NYtimes #abc #cnn @msnbc #cbs #NYTimes #SusanRiceUnmasked #foxNews… https://t.co/G9Szz2dNMc	Tue Apr 04 19:44:23 CDT 2017	null	null	null	@cbs @cnn @cnbc @abc @thehill @msbc @NYtimes #abc #cnn @msnbc #cbs #NYTimes #SusanRiceUnmasked #foxNews… https://t.co/G9Szz2dNMc
10754	acueortwo	@jaketapper Dear God, I miss a president who can string together coherent thoughts. https://t.co/HHtm8nenmy	Tue Apr 04 19:44:24 CDT 2017	null	null	null	@jaketapper Dear God, I miss a president who can string together coherent thoughts. https://t.co/HHtm8nenmy
10755	MimasAgency	RT @foreignpolicy77: #Trump's contemptible Syria statement shows his utterly duplicitous character.His #Idlib statement accuses #Obama o… 	Tue Apr 04 19:44:26 CDT 2017	null	null	null	RT @foreignpolicy77: #Trump's contemptible Syria statement shows his utterly duplicitous character.His #Idlib statement accuses #Obama o… 
10756	GPLupton	RT @whiskey999111: #Fake #News reporter Jim Acosta slapped like a silly brat by #DonaldTrump & rightly so https://t.co/PN0Hcd8kSR	Tue Apr 04 19:44:29 CDT 2017	null	null	null	RT @whiskey999111: #Fake #News reporter Jim Acosta slapped like a silly brat by #DonaldTrump & rightly so https://t.co/PN0Hcd8kSR
10757	Gabriel1DL	RT @foreignpolicy77: #Trump's contemptible Syria statement shows his utterly duplicitous character.His #Idlib statement accuses #Obama o… 	Tue Apr 04 19:44:33 CDT 2017	null	null	null	RT @foreignpolicy77: #Trump's contemptible Syria statement shows his utterly duplicitous character.His #Idlib statement accuses #Obama o… 
10758	Vetteil	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 	Tue Apr 04 19:44:37 CDT 2017	null	null	null	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 
10759	mrmalmo	RT @GOPNewsBrief: POLL: Should #Obama and #SusanRice be prosecuted for illegally spying on American citizens? #Trump #MAGA #GOP #Dems	Tue Apr 04 19:44:40 CDT 2017	null	null	null	RT @GOPNewsBrief: POLL: Should #Obama and #SusanRice be prosecuted for illegally spying on American citizens? #Trump #MAGA #GOP #Dems
10760	Harlow20	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 19:44:49 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
10761	Southernkiddo	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ	Tue Apr 04 19:44:51 CDT 2017	null	null	null	RT @RealJamesWoods: #SusanRice #RiceGate #Obama https://t.co/K1A4rUbvAJ
10762	DrEstella	@RepPeteKing @MaxineWaters needs 2 be questioned! What kind of data base #Obama put in place? Related to #SusanRice? https://t.co/esE7ZRwuwy	Tue Apr 04 19:44:53 CDT 2017	null	null	null	@RepPeteKing @MaxineWaters needs 2 be questioned! What kind of data base #Obama put in place? Related to #SusanRice? https://t.co/esE7ZRwuwy
10763	jankay59	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 	Tue Apr 04 19:44:55 CDT 2017	null	null	null	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 
10764	greenmitera	that is insane. https://t.co/tWTlR3S59c	Tue Apr 04 19:44:55 CDT 2017	null	null	null	that is insane. https://t.co/tWTlR3S59c
10765	PaperArtista	@SenJeffMerkley the #GOP ,& the way they handled Merrick Garland's nom. was more o disrespect they applied toward #Obama &🇺🇸, personally.	Tue Apr 04 19:44:59 CDT 2017	null	null	null	@SenJeffMerkley the #GOP ,& the way they handled Merrick Garland's nom. was more o disrespect they applied toward #Obama &🇺🇸, personally.
10766	Carolyn31806792	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice	Tue Apr 04 19:45:02 CDT 2017	null	null	null	RT @RealJamesWoods: "I leaked nothin' to nobody." - Susan Rice. This quote reeks of an unhappy destiny. #RiceGate #Obama #SusanRice
10767	shaheena_ausaf	RT @rafu007: Younus AlGohar's Challenge to #ISIS https://t.co/5imaB7MPea #ISIL #Daesh #IslamicState #Iraq #Syria #Libya #Yemen #DonaldTrump	Tue Apr 04 19:45:03 CDT 2017	null	null	null	RT @rafu007: Younus AlGohar's Challenge to #ISIS https://t.co/5imaB7MPea #ISIL #Daesh #IslamicState #Iraq #Syria #Libya #Yemen #DonaldTrump
10768	LoveUSADawn	#SusanRice #ObamaGate #Obama has been spying on #Trump since 2011 see @JackPosobiec for story! https://t.co/UlxoJVoFCy	Tue Apr 04 19:45:10 CDT 2017	null	null	null	#SusanRice #ObamaGate #Obama has been spying on #Trump since 2011 see @JackPosobiec for story! https://t.co/UlxoJVoFCy
10769	debrasmith48	RT @jeffcrouere: Thanks @RealDrGina for the opportunity on @AmericaTrendsTV to give @realDonaldTrump an A- for his first 75 days. He… 	Tue Apr 04 19:45:17 CDT 2017	null	null	null	RT @jeffcrouere: Thanks @RealDrGina for the opportunity on @AmericaTrendsTV to give @realDonaldTrump an A- for his first 75 days. He… 
10770	ElinaBeauchamp	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 	Tue Apr 04 19:45:17 CDT 2017	null	null	null	RT @bfraser747: We need to fight back against #Obama's intelligence leaks and all forms of a #ShadowGovernment #DrainTheSwamp… 
10771	davjoe5	Forget about #DonaldTrump and watch this new #movie: https://t.co/QtpIbMLjKc https://t.co/f47ciUpP1m	Tue Apr 04 19:45:18 CDT 2017	null	null	null	Forget about #DonaldTrump and watch this new #movie: https://t.co/QtpIbMLjKc https://t.co/f47ciUpP1m
10772	BabyBoom4Trump	RT @DeplorablyReal: #Reagan Explained the state Our Country is in today. #Obama weaken #Us @salis333 @trooper2121 @janeybird13 @RealVinnieJ…	Tue Apr 04 19:45:19 CDT 2017	null	null	null	RT @DeplorablyReal: #Reagan Explained the state Our Country is in today. #Obama weaken #Us @salis333 @trooper2121 @janeybird13 @RealVinnieJ…
10773	davjoe5	Forget about #DonaldTrump and watch this new #movie: https://t.co/QtpIbMLjKc https://t.co/K65bVgzwRG	Tue Apr 04 19:45:20 CDT 2017	null	null	null	Forget about #DonaldTrump and watch this new #movie: https://t.co/QtpIbMLjKc https://t.co/K65bVgzwRG
10774	davjoe5	Forget about #DonaldTrump and watch this new #movie: https://t.co/QtpIbMLjKc https://t.co/5rQjjqHKjh	Tue Apr 04 19:45:22 CDT 2017	null	null	null	Forget about #DonaldTrump and watch this new #movie: https://t.co/QtpIbMLjKc https://t.co/5rQjjqHKjh
10775	InActuVeritas	RT @gabsterliane: @ericbolling This is outrageous! Most #MSM not even reporting! They are covering for #Obama and his administration #Susa…	Tue Apr 04 19:45:23 CDT 2017	null	null	null	RT @gabsterliane: @ericbolling This is outrageous! Most #MSM not even reporting! They are covering for #Obama and his administration #Susa…
10776	davjoe5	Forget about #DonaldTrump and watch this new #movie: https://t.co/QtpIbMLjKc https://t.co/RTu5L4faTo	Tue Apr 04 19:45:24 CDT 2017	null	null	null	Forget about #DonaldTrump and watch this new #movie: https://t.co/QtpIbMLjKc https://t.co/RTu5L4faTo
10777	AllAmeriScout	RT @Celebs4USFirst: #LiberalMedia #ABC #CBS #NBC #CNN and #LAtimes = #Liberal #DemocRATS #SURROGATES #IGNORING #Obama's #DemRATS… 	Tue Apr 04 19:45:24 CDT 2017	null	null	null	RT @Celebs4USFirst: #LiberalMedia #ABC #CBS #NBC #CNN and #LAtimes = #Liberal #DemocRATS #SURROGATES #IGNORING #Obama's #DemRATS… 
10778	watchjbourne	Forget about #Obama and watch this new #thriller movie: https://t.co/k9ozByz4I1 https://t.co/E50KlGtCvf	Tue Apr 04 19:45:24 CDT 2017	null	null	null	Forget about #Obama and watch this new #thriller movie: https://t.co/k9ozByz4I1 https://t.co/E50KlGtCvf
10779	davjoe5	Forget about #DonaldTrump and watch this new #movie: https://t.co/QtpIbMLjKc https://t.co/TAeDENyMCI	Tue Apr 04 19:45:25 CDT 2017	null	null	null	Forget about #DonaldTrump and watch this new #movie: https://t.co/QtpIbMLjKc https://t.co/TAeDENyMCI
